No.,Audited, Net Size (m) ,Water Body Abv.,Water Body,Collection Date,Process Date,Sample Time, Depth (m) , Count ,Station,Sample Label,Sample Type,Sample No., Length (mm) ,Gender,Comments
5139,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,109, 9.023 ,J,
5140,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,110, 9.519 ,J,
5141,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,111, 11.001 ,U,
5142,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,112, 6.029 ,J,
5143,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,113, 7.229 ,J,
5144,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,114, 11.034 ,U,
5145,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,115, 14.339 ,M1,
5146,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,116, 9.469 ,J,
5147,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,117, 8.741 ,J,
5148,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,118, 12.337 ,U,
5149,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,119, 8.761 ,J,
5150,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,120, 8.923 ,J,
5151,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,121, 11.484 ,U,
5152,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,122, 8.810 ,J,
5153,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,123, 6.766 ,J,
5154,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:03, 23.5 , 124 ,DIL-10,DIL_MYS_081814-001,PF,124, 10.238 ,U,
5155,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,1, 12.666 ,M1,
5156,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,2, 13.433 ,M1,
5157,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,3, 16.169 ,M1,
5158,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,4, 15.238 ,M1,
5159,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,5, 11.033 ,U,
5160,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,6, 10.491 ,U,
5161,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,7, 7.638 ,J,
5162,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,8, 6.628 ,J,
5163,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,9, 6.916 ,J,
5164,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,10, 10.157 ,U,
5165,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,11, 6.961 ,J,
5166,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,12, 7.452 ,J,
5167,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,13, 13.421 ,U,
5168,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,14, 12.912 ,U,
5169,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,15, 12.936 ,U,
5170,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,16, 10.909 ,U,
5171,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,17, 11.652 ,U,
5172,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,18, 8.430 ,J,
5173,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,19, 15.058 ,M1,
5174,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,20, 5.255 ,J,
5175,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,21, 9.255 ,J,
5176,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,22, 6.605 ,J,
5177,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,23, 8.315 ,J,
5178,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,24, 6.991 ,J,
5179,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,25, 7.536 ,J,
5180,Yes, 0.5 ,DIL,Dillon Reservoir,"August 18, 2014","August 25, 2014",21:03, 23.5 , 26 ,DIL-10,DIL_MYS_081814-002,PF,26, 7.960 ,J,
5181,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,1, 6.749 ,J,
5182,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,2, 8.169 ,J,
5183,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,3, 9.472 ,J,
5184,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,4, 6.367 ,J,
5185,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,5, 10.649 ,U,
5186,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,6, 7.397 ,J,
5187,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,7, 8.116 ,J,
5188,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,8, 10.396 ,U,
5189,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,9, 15.346 ,M1,
5190,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,10, 22.473 ,F1,
5191,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,11, 17.334 ,U,
5192,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,12, 13.525 ,U,
5193,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,13, 16.008 ,M1,
5194,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,14, 8.426 ,J,
5195,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,15, 13.264 ,M1,
5196,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,16, 11.144 ,U,
5197,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,17, 10.141 ,U,
5198,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,18, 19.369 ,F1,
5199,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,19, 16.177 ,U,
5200,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,20, 15.591 ,M1,
5201,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,21, 16.631 ,M1,
5202,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,22, 15.441 ,M1,
5203,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,23, 8.970 ,J,
5204,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,24, 10.497 ,U,
5205,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,25, 15.515 ,M1,
5206,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,26, 8.523 ,J,
5207,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,27, 14.714 ,M1,
5208,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,28, 17.258 ,M1,
5209,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,29, 9.818 ,J,
5210,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,30, 9.726 ,J,
5211,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,31, 17.615 ,M1,
5212,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,32, 11.824 ,U,
5213,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,33, 17.879 ,U,
5214,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,34, 12.806 ,U,
5215,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,35, 17.847 ,F1,
5216,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,36, 15.780 ,M1,
5217,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,37, 9.562 ,J,
5218,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,38, 7.804 ,J,
5219,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,39, 17.779 ,F3,Large clear marsupium
5220,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,40, 12.734 ,U,
5221,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,41, 15.251 ,M1,
5222,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,42, 12.114 ,U,
5223,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,43, 13.558 ,U,
5224,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,44, 14.886 ,M1,
5225,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,45, 13.451 ,U,
5226,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,46, 7.779 ,J,
5227,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,47, 9.401 ,J,
5228,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,48, 13.611 ,U,
5229,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,49, 8.306 ,J,
5230,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,50, 15.177 ,M1,
5231,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,51, 7.875 ,J,
5232,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,52, 15.451 ,M1,
5233,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,53, 11.354 ,U,
5234,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,54, 10.330 ,U,
5235,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,55, 9.018 ,J,
5236,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,56, 16.712 ,M1,
5237,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,57, 17.244 ,U,
5238,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,58, 16.319 ,F1,
5239,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,59, 15.587 ,M1,
5240,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,60, 7.340 ,J,
5241,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,61, 16.787 ,F1,
5242,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,62, 8.749 ,J,
5243,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,63, 15.180 ,F1,
5244,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,64, 13.504 ,M1,
5245,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,65, 15.479 ,M1,
5246,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,66, 14.380 ,U,
5247,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,67, 16.372 ,M1,
5248,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,68, 18.507 ,F1,
5249,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,69, 12.267 ,U,
5250,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,70, 15.648 ,F1,
5251,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,71, 17.853 ,U,
5252,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,72, 10.222 ,U,
5253,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,73, 16.676 ,M1,
5254,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,74, 11.746 ,F1,
5255,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,75, 12.167 ,U,
5256,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,76, 12.914 ,U,
5257,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,77, 16.107 ,U,
5258,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,78, 19.116 ,F1,
5259,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,79, 11.613 ,U,
5260,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,80, 15.897 ,M1,
5261,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,81, 18.584 ,F1,
5262,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,82, 6.671 ,J,
5263,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,83, 10.951 ,U,
5264,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,84, 12.946 ,U,
5265,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,85, 14.394 ,U,
5266,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,86, 12.244 ,M1,
5267,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,87, 19.033 ,F1,
5268,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,88, 9.065 ,J,
5269,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,89, 15.321 ,F1,
5270,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,90, 8.106 ,J,
5271,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,91, 10.357 ,U,
5272,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,92, 15.646 ,U,
5273,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,93, 20.080 ,F1,
5274,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,94, 11.467 ,U,
5275,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,95, 16.532 ,M1,
5276,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,96, 15.820 ,M1,
5277,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,97, 15.881 ,F1,
5278,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,98, 15.457 ,M1,
5279,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,99, 17.381 ,F1,
5280,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,100, 8.532 ,J,
5281,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,101, 16.662 ,U,
5282,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,102, 15.634 ,U,
5283,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,103, 16.981 ,U,
5284,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,104, 14.365 ,U,
5285,Yes, 1.0 ,DIL,Dillon Reservoir,"August 18, 2014","September 8, 2014",21:24, 43.2 , 110 ,DIL-9,DIL_MYS_081814-003,PF,105, 11.204 ,U,
